"_id__$oid","id","title","user__$oid","projectManager","childIds","projectManager____-","project__createdDate","project__endDate","project__startDate","project__status","project__ownerIds__$oid","project__authorId__$oid","scope","__v","projectId__$oid"
"5a566719b34cda3f54e639eb","","UI Config","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a566719b34cda3f54e639ec","","Feature","59f77e492e7ceb2b6021e195","","5a566719b34cda3f54e639e5","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"","","","","","5a566719b34cda3f54e639e6","","","","","","","","","",""
"","","","","","5a566719b34cda3f54e639e7","","","","","","","","","",""
"","","","","","5a566719b34cda3f54e639e8","","","","","","","","","",""
"","","","","","5a566719b34cda3f54e639e9","","","","","","","","","",""
"","","","","","5a566719b34cda3f54e639ea","","","","","","","","","",""
"","","","","","5a566719b34cda3f54e639eb","","","","","","","","","",""
"5a566719b34cda3f54e639ed","","Landlord","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a566719b34cda3f54e639ee","","Tenant","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a566719b34cda3f54e639ef","","Communication Environment Assessment","59f77e492e7ceb2b6021e195","","5a566719b34cda3f54e639ed","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"","","","","","5a566719b34cda3f54e639ee","","","","","","","","","",""
"5a566719b34cda3f54e639f0","","Landlord Concierge Needs","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a566719b34cda3f54e639f1","","Tenant Concierge Needs","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a566719b34cda3f54e639f2","","Concierge Environment Assessment","59f77e492e7ceb2b6021e195","","5a566719b34cda3f54e639f0","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"","","","","","5a566719b34cda3f54e639f1","","","","","","","","","",""
"5a566719b34cda3f54e639f3","","Landlord Event Needs","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a566719b34cda3f54e639f4","","Tenant Event Needs","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a566719b34cda3f54e639f5","","Events Environment Assessment","59f77e492e7ceb2b6021e195","","5a566719b34cda3f54e639f3","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"","","","","","5a566719b34cda3f54e639f4","","","","","","","","","",""
"5a566719b34cda3f54e639f6","","Landlord ID Booking System","59f77e492e7ceb2b6021e195","","","","","","","","","","","0",""
"5a566719b34cda3f54e639f7","","Tenant ID Booking System","59f77e492e7ceb2b6021e195","","","","","","","","","","","0",""
"5a56671ab34cda3f54e639f8","","Facilities Booking Environment Assessment","59f77e492e7ceb2b6021e195","","5a566719b34cda3f54e639f3","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"","","","","","5a566719b34cda3f54e639f4","","","","","","","","","",""
"5a56671ab34cda3f54e639f9","","Landlord F&B Workflow Structure/Walkthrough","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a56671ab34cda3f54e639fa","","Landlord ID POS/Inventory Management System(s) (IMS)","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a56671ab34cda3f54e639fb","","Tenant F&B Workflow Structure/Walkthrough","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a56671ab34cda3f54e639fc","","Tenant ID POS/Inventory Management System(s) (IMS)","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a56671ab34cda3f54e639fd","","Facilities Booking Environment Assessment","59f77e492e7ceb2b6021e195","","5a56671ab34cda3f54e639f9","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"","","","","","5a56671ab34cda3f54e639fa","","","","","","","","","",""
"","","","","","5a56671ab34cda3f54e639fb","","","","","","","","","",""
"","","","","","5a56671ab34cda3f54e639fc","","","","","","","","","",""
"5a56671ab34cda3f54e639fe","","Landlord ID Corp ISP & WiFi Environments","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a56671ab34cda3f54e639ff","","Landlord ID POS/Inventory Management System(s) (IMS)","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a56671ab34cda3f54e63a00","","Landlord ID Mobile Carrier & Device(s)","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a56671ab34cda3f54e63a01","","Onsite Testing (?)","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a56671ab34cda3f54e63a02","","Tenant: ID Corp Eml Environment","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a56671ab34cda3f54e63a03","","Tenant: ID Corp Eml Environment","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a56671ab34cda3f54e63a04","","Tenant: ID Corp ISP & WiFi Environments","59f77e492e7ceb2b6021e195","","5a56671ab34cda3f54e639fe","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"","","","","","5a56671ab34cda3f54e639ff","","","","","","","","","",""
"","","","","","5a56671ab34cda3f54e63a00","","","","","","","","","",""
"","","","","","5a56671ab34cda3f54e63a01","","","","","","","","","",""
"","","","","","5a56671ab34cda3f54e63a02","","","","","","","","","",""
"","","","","","5a56671ab34cda3f54e63a03","","","","","","","","","",""
"5a56671ab34cda3f54e63a05","","Tenant: ID Mobile Carrier & Devices","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a56671ab34cda3f54e63a06","","Landlord ID ACS System","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a56671ab34cda3f54e63a07","","Landlord ID VMS System","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a56671ab34cda3f54e63a08","","Tenant: ID ACS System","59f77e492e7ceb2b6021e195","","","","","","","","","","","0",""
"5a56671ab34cda3f54e63a09","","Security Environment Assessment","59f77e492e7ceb2b6021e195","","5a56671ab34cda3f54e63a05","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"","","","","","5a56671ab34cda3f54e63a06","","","","","","","","","",""
"","","","","","5a56671ab34cda3f54e63a07","","","","","","","","","",""
"","","","","","5a56671ab34cda3f54e639fc","","","","","","","","","",""
"5a56671ab34cda3f54e63a0a","","Tenant ID VMS System","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a56671ab34cda3f54e63a0b","","Request: BB Bldg Imagery","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a56671ab34cda3f54e63a0c","","UI Custom Config","59f77e492e7ceb2b6021e195","","5a56671ab34cda3f54e63a0a","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"","","","","","5a56671ab34cda3f54e63a0b","","","","","","","","","",""
"5a56671ab34cda3f54e63a0d","","Discovery","59f77e492e7ceb2b6021e195","","5a566719b34cda3f54e639ef","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"","","","","","5a566719b34cda3f54e639f2","","","","","","","","","",""
"","","","","","5a566719b34cda3f54e639f5","","","","","","","","","",""
"","","","","","5a56671ab34cda3f54e639f8","","","","","","","","","",""
"","","","","","5a56671ab34cda3f54e639fd","","","","","","","","","",""
"","","","","","5a56671ab34cda3f54e63a04","","","","","","","","","",""
"","","","","","5a56671ab34cda3f54e63a09","","","","","","","","","",""
"","","","","","5a56671ab34cda3f54e63a0c","","","","","","","","","",""
"5a56671ab34cda3f54e63a0e","","Alpha Setup","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a56671ab34cda3f54e63a0f","","Alpha Testing","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a56671ab34cda3f54e63a10","","Alpha Update to Beta","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a56671ab34cda3f54e63a11","","Alpha","59f77e492e7ceb2b6021e195","","5a56671ab34cda3f54e63a0e","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"","","","","","5a56671ab34cda3f54e63a0f","","","","","","","","","",""
"","","","","","5a56671ab34cda3f54e63a10","","","","","","","","","",""
"5a56671ab34cda3f54e63a12","","Beta Setup","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a56671ab34cda3f54e63a13","","Beta Testing","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a56671ab34cda3f54e63a14","","Beta Update to Release","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a56671ab34cda3f54e63a15","","Beta","59f77e492e7ceb2b6021e195","","5a56671ab34cda3f54e63a12","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"","","","","","5a56671ab34cda3f54e63a13","","","","","","","","","",""
"","","","","","5a56671ab34cda3f54e63a14","","","","","","","","","",""
"5a56671ab34cda3f54e63a16","","Release","59f77e492e7ceb2b6021e195","","","","","","","","","","","0","5a56671ab34cda3f54e63a17"
"5a56671ab34cda3f54e63a17","","asher building","59f77e492e7ceb2b6021e195","","5a566719b34cda3f54e639ec","KUADLS3D","2018-01-10T19:18","2018-01-10T19:18","2018-01-10T19:18","Green","59f77e492e7ceb2b6021e195","59f77e492e7ceb2b6021e195","WsFolder","0",""
"","","","","","5a56671ab34cda3f54e63a0d","","","","","","","","","",""
"","","","","","5a56671ab34cda3f54e63a11","","","","","","","","","",""
"","","","","","5a56671ab34cda3f54e63a15","","","","","","","","","",""
"","","","","","5a56671ab34cda3f54e63a16","","","","","","","","","",""
